"","workerid","target1","target2","competitor1","competitor2","target_location","competitor_location","look","target_look","competitor_look"
"449",2199,4,10,3,9,"bottomright","topright","topleft",0,0
"450",2199,3,9,4,10,"topright","bottomright","bottomleft",0,0
"451",2199,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"452",2055,1,7,2,8,"topleft","bottomleft","center",0,0
"453",2055,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"454",2055,2,8,1,7,"bottomleft","topleft","center",0,0
"455",2055,2,8,1,7,"bottomleft","topleft","topright",0,0
"456",2055,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"457",2055,2,8,1,7,"bottomleft","topleft","topleft",0,1
"458",2055,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"459",2055,1,7,2,8,"topleft","bottomleft","topleft",1,0
"460",2055,1,7,2,8,"topleft","bottomleft","topright",0,0
"461",2055,3,9,4,10,"topright","bottomright","bottomleft",0,0
"462",2055,3,9,4,10,"topright","bottomright","bottomright",0,1
"463",2055,3,9,4,10,"topright","bottomright","center",0,0
"464",2055,3,9,4,10,"topright","bottomright","topleft",0,0
"465",2055,4,10,3,9,"bottomright","topright","bottomright",1,0
"466",2055,4,10,3,9,"bottomright","topright","center",0,0
"467",2055,4,10,3,9,"bottomright","topright","topleft",0,0
"468",2055,4,10,3,9,"bottomright","topright","bottomleft",0,0
"469",2055,4,10,3,9,"bottomright","topright","topright",0,1
"470",2055,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"471",2055,3,9,4,10,"topright","bottomright","topright",1,0
"472",1967,2,8,1,7,"bottomleft","topleft","center",0,0
"473",1967,2,8,1,7,"bottomleft","topleft","topright",0,0
"474",1967,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"475",1967,2,8,1,7,"bottomleft","topleft","topleft",0,1
"476",1967,3,9,4,10,"topright","bottomright","topleft",0,0
"477",1967,3,9,4,10,"topright","bottomright","center",0,0
"478",1967,1,7,2,8,"topleft","bottomleft","center",0,0
"479",1967,1,7,2,8,"topleft","bottomleft","topleft",1,0
"480",1967,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"481",1967,4,10,3,9,"bottomright","topright","bottomleft",0,0
"482",1967,4,10,3,9,"bottomright","topright","center",0,0
"483",1967,4,10,3,9,"bottomright","topright","topleft",0,0
"484",1967,4,10,3,9,"bottomright","topright","topright",0,1
"485",1967,3,9,4,10,"topright","bottomright","topright",1,0
"486",1967,3,9,4,10,"topright","bottomright","bottomright",0,1
"487",1967,4,10,3,9,"bottomright","topright","bottomright",1,0
"488",1967,1,7,2,8,"topleft","bottomleft","topright",0,0
"489",1967,3,9,4,10,"topright","bottomright","bottomleft",0,0
"490",1967,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"491",2024,4,10,3,9,"bottomright","topright","center",0,0
"492",2024,4,10,3,9,"bottomright","topright","bottomleft",0,0
"493",2024,4,10,3,9,"bottomright","topright","topright",0,1
"494",2024,4,10,3,9,"bottomright","topright","bottomright",1,0
"495",2024,4,10,3,9,"bottomright","topright","topleft",0,0
"496",2024,3,9,4,10,"topright","bottomright","center",0,0
"497",2024,3,9,4,10,"topright","bottomright","topright",1,0
"498",2024,3,9,4,10,"topright","bottomright","bottomright",0,1
"499",2024,2,8,1,7,"bottomleft","topleft","topleft",0,1
"500",2024,2,8,1,7,"bottomleft","topleft","topright",0,0
"501",2024,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"502",2024,2,8,1,7,"bottomleft","topleft","center",0,0
"503",2024,1,7,2,8,"topleft","bottomleft","topleft",1,0
"504",2024,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"505",2024,1,7,2,8,"topleft","bottomleft","center",0,0
"506",2024,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"507",2024,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"508",2024,3,9,4,10,"topright","bottomright","topleft",0,0
"509",2024,3,9,4,10,"topright","bottomright","bottomleft",0,0
"510",2024,1,7,2,8,"topleft","bottomleft","topright",0,0
"511",2118,4,10,3,9,"bottomright","topright","center",0,0
"512",2118,4,10,3,9,"bottomright","topright","topright",0,1
"513",2118,2,8,1,7,"bottomleft","topleft","center",0,0
"514",2118,2,8,1,7,"bottomleft","topleft","topleft",0,1
"515",2118,4,10,3,9,"bottomright","topright","topleft",0,0
"516",2118,4,10,3,9,"bottomright","topright","bottomright",1,0
"517",2118,3,9,4,10,"topright","bottomright","center",0,0
"518",2118,3,9,4,10,"topright","bottomright","bottomright",0,1
"519",2118,3,9,4,10,"topright","bottomright","topright",1,0
"520",2118,4,10,3,9,"bottomright","topright","bottomleft",0,0
"521",2118,1,7,2,8,"topleft","bottomleft","topright",0,0
"522",2118,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"523",2118,1,7,2,8,"topleft","bottomleft","center",0,0
"524",2118,1,7,2,8,"topleft","bottomleft","topleft",1,0
"525",2118,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"526",2118,2,8,1,7,"bottomleft","topleft","topright",0,0
"527",2118,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"528",2118,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"529",2118,3,9,4,10,"topright","bottomright","bottomleft",0,0
"530",2118,3,9,4,10,"topright","bottomright","topleft",0,0
"531",1896,4,10,3,9,"bottomright","topright","center",0,0
"532",1896,4,10,3,9,"bottomright","topright","bottomleft",0,0
"533",1896,4,10,3,9,"bottomright","topright","topright",0,1
"534",1896,4,10,3,9,"bottomright","topright","bottomright",1,0
"535",1896,1,7,2,8,"topleft","bottomleft","topright",0,0
"536",1896,1,7,2,8,"topleft","bottomleft","center",0,0
"537",1896,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"538",1896,4,10,3,9,"bottomright","topright","topleft",0,0
"539",1896,3,9,4,10,"topright","bottomright","bottomleft",0,0
"540",1896,3,9,4,10,"topright","bottomright","center",0,0
"541",1896,3,9,4,10,"topright","bottomright","topright",1,0
"542",1896,3,9,4,10,"topright","bottomright","bottomright",0,1
"543",1896,3,9,4,10,"topright","bottomright","topleft",0,0
"544",1896,2,8,1,7,"bottomleft","topleft","topright",0,0
"545",1896,2,8,1,7,"bottomleft","topleft","topleft",0,1
"546",1896,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"547",1896,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"548",1896,2,8,1,7,"bottomleft","topleft","center",0,0
"549",1896,1,7,2,8,"topleft","bottomleft","topleft",1,0
"550",1896,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"551",1999,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"552",1999,1,7,2,8,"topleft","bottomleft","center",0,0
"553",1999,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"554",1999,3,9,4,10,"topright","bottomright","center",0,0
"555",1999,3,9,4,10,"topright","bottomright","bottomleft",0,0
"556",1999,3,9,4,10,"topright","bottomright","bottomright",0,1
"557",1999,4,10,3,9,"bottomright","topright","topright",0,1
"558",1999,4,10,3,9,"bottomright","topright","center",0,0
"559",1999,3,9,4,10,"topright","bottomright","topleft",0,0
"560",1999,4,10,3,9,"bottomright","topright","bottomleft",0,0
"561",1999,4,10,3,9,"bottomright","topright","bottomright",1,0
"562",1999,3,9,4,10,"topright","bottomright","topright",1,0
"563",1999,2,8,1,7,"bottomleft","topleft","topright",0,0
"564",1999,2,8,1,7,"bottomleft","topleft","center",0,0
"565",1999,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"566",1999,2,8,1,7,"bottomleft","topleft","topleft",0,1
"567",1999,4,10,3,9,"bottomright","topright","topleft",0,0
"568",1999,1,7,2,8,"topleft","bottomleft","topright",0,0
"569",1999,1,7,2,8,"topleft","bottomleft","topleft",1,0
"570",1999,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"571",2015,2,8,1,7,"bottomleft","topleft","center",0,0
"572",2015,2,8,1,7,"bottomleft","topleft","topright",0,0
"573",2015,2,8,1,7,"bottomleft","topleft","topleft",0,1
"574",2015,1,7,2,8,"topleft","bottomleft","topleft",1,0
"575",2015,1,7,2,8,"topleft","bottomleft","topright",0,0
"576",2015,1,7,2,8,"topleft","bottomleft","center",0,0
"577",2015,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"578",2015,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"579",2015,3,9,4,10,"topright","bottomright","topleft",0,0
"580",2015,3,9,4,10,"topright","bottomright","center",0,0
"581",2015,3,9,4,10,"topright","bottomright","topright",1,0
"582",2015,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"583",2015,3,9,4,10,"topright","bottomright","bottomleft",0,0
"584",2015,3,9,4,10,"topright","bottomright","bottomright",0,1
"585",2015,4,10,3,9,"bottomright","topright","center",0,0
"586",2015,4,10,3,9,"bottomright","topright","bottomright",1,0
"587",2015,4,10,3,9,"bottomright","topright","topright",0,1
"588",2015,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"589",2015,4,10,3,9,"bottomright","topright","topleft",0,0
"590",2015,4,10,3,9,"bottomright","topright","bottomleft",0,0
"591",2011,3,9,4,10,"topright","bottomright","center",0,0
"592",2011,3,9,4,10,"topright","bottomright","bottomright",0,1
"593",2011,4,10,3,9,"bottomright","topright","topright",0,1
"594",2011,1,7,2,8,"topleft","bottomleft","center",0,0
"595",2011,1,7,2,8,"topleft","bottomleft","topright",0,0
"596",2011,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"597",2011,1,7,2,8,"topleft","bottomleft","topleft",1,0
"598",2011,3,9,4,10,"topright","bottomright","bottomleft",0,0
"599",2011,3,9,4,10,"topright","bottomright","topright",1,0
"600",2011,3,9,4,10,"topright","bottomright","topleft",0,0
"601",2011,2,8,1,7,"bottomleft","topleft","center",0,0
"602",2011,2,8,1,7,"bottomleft","topleft","topleft",0,1
"603",2011,4,10,3,9,"bottomright","topright","center",0,0
"604",2011,4,10,3,9,"bottomright","topright","topleft",0,0
"605",2011,4,10,3,9,"bottomright","topright","bottomleft",0,0
"606",2011,2,8,1,7,"bottomleft","topleft","topright",0,0
"607",2011,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"608",2011,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"609",2011,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"610",2011,4,10,3,9,"bottomright","topright","bottomright",1,0
"611",1998,3,9,4,10,"topright","bottomright","bottomright",0,1
"612",1998,3,9,4,10,"topright","bottomright","center",0,0
"613",1998,2,8,1,7,"bottomleft","topleft","center",0,0
"614",1998,2,8,1,7,"bottomleft","topleft","topleft",0,1
"615",1998,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"616",1998,4,10,3,9,"bottomright","topright","topleft",0,0
"617",1998,4,10,3,9,"bottomright","topright","center",0,0
"618",1998,4,10,3,9,"bottomright","topright","topright",0,1
"619",1998,1,7,2,8,"topleft","bottomleft","center",0,0
"620",1998,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"621",1998,1,7,2,8,"topleft","bottomleft","topright",0,0
"622",1998,1,7,2,8,"topleft","bottomleft","topleft",1,0
"623",1998,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"624",1998,3,9,4,10,"topright","bottomright","bottomleft",0,0
"625",1998,3,9,4,10,"topright","bottomright","topleft",0,0
"626",1998,3,9,4,10,"topright","bottomright","topright",1,0
"627",1998,4,10,3,9,"bottomright","topright","bottomleft",0,0
"628",1998,4,10,3,9,"bottomright","topright","bottomright",1,0
"629",1998,2,8,1,7,"bottomleft","topleft","topright",0,0
"630",1998,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"631",2180,1,7,2,8,"topleft","bottomleft","center",0,0
"632",2180,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"633",2180,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"634",2180,3,9,4,10,"topright","bottomright","center",0,0
"635",2180,3,9,4,10,"topright","bottomright","topright",1,0
"636",2180,3,9,4,10,"topright","bottomright","bottomleft",0,0
"637",2180,3,9,4,10,"topright","bottomright","bottomright",0,1
"638",2180,2,8,1,7,"bottomleft","topleft","center",0,0
"639",2180,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"640",2180,2,8,1,7,"bottomleft","topleft","topleft",0,1
"641",2180,4,10,3,9,"bottomright","topright","center",0,0
"642",2180,4,10,3,9,"bottomright","topright","topright",0,1
"643",2180,4,10,3,9,"bottomright","topright","bottomleft",0,0
"644",2180,4,10,3,9,"bottomright","topright","bottomright",1,0
"645",2180,1,7,2,8,"topleft","bottomleft","topleft",1,0
"646",2180,1,7,2,8,"topleft","bottomleft","topright",0,0
"647",2180,4,10,3,9,"bottomright","topright","topleft",0,0
"648",2180,2,8,1,7,"bottomleft","topleft","topright",0,0
"649",2180,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"650",2180,3,9,4,10,"topright","bottomright","topleft",0,0
"651",2034,4,10,3,9,"bottomright","topright","bottomleft",0,0
"652",2034,4,10,3,9,"bottomright","topright","center",0,0
"653",2034,4,10,3,9,"bottomright","topright","topleft",0,0
"654",2034,4,10,3,9,"bottomright","topright","bottomright",1,0
"655",2034,4,10,3,9,"bottomright","topright","topright",0,1
"656",2034,2,8,1,7,"bottomleft","topleft","center",0,0
"657",2034,2,8,1,7,"bottomleft","topleft","topleft",0,1
"658",2034,1,7,2,8,"topleft","bottomleft","topright",0,0
"659",2034,1,7,2,8,"topleft","bottomleft","topleft",1,0
"660",2034,1,7,2,8,"topleft","bottomleft","center",0,0
"661",2034,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"662",2034,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"663",2034,3,9,4,10,"topright","bottomright","bottomleft",0,0
"664",2034,3,9,4,10,"topright","bottomright","topleft",0,0
"665",2034,3,9,4,10,"topright","bottomright","center",0,0
"666",2034,3,9,4,10,"topright","bottomright","bottomright",0,1
"667",2034,2,8,1,7,"bottomleft","topleft","topright",0,0
"668",2034,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"669",2034,3,9,4,10,"topright","bottomright","topright",1,0
"670",2034,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"671",1914,1,7,2,8,"topleft","bottomleft","center",0,0
"672",1914,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"673",1914,1,7,2,8,"topleft","bottomleft","topleft",1,0
"674",1914,3,9,4,10,"topright","bottomright","bottomleft",0,0
"675",1914,3,9,4,10,"topright","bottomright","center",0,0
"676",1914,3,9,4,10,"topright","bottomright","topleft",0,0
"677",1914,3,9,4,10,"topright","bottomright","bottomright",0,1
"678",1914,4,10,3,9,"bottomright","topright","center",0,0
"679",1914,4,10,3,9,"bottomright","topright","bottomright",1,0
"680",1914,4,10,3,9,"bottomright","topright","topleft",0,0
"681",1914,4,10,3,9,"bottomright","topright","topright",0,1
"682",1914,2,8,1,7,"bottomleft","topleft","topright",0,0
"683",1914,2,8,1,7,"bottomleft","topleft","center",0,0
"684",1914,2,8,1,7,"bottomleft","topleft","topleft",0,1
"685",1914,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"686",1914,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"687",1914,3,9,4,10,"topright","bottomright","topright",1,0
"688",1914,1,7,2,8,"topleft","bottomleft","topright",0,0
"689",1914,4,10,3,9,"bottomright","topright","bottomleft",0,0
"690",1914,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"691",1871,3,9,4,10,"topright","bottomright","topleft",0,0
"692",1871,3,9,4,10,"topright","bottomright","bottomleft",0,0
"693",1871,3,9,4,10,"topright","bottomright","center",0,0
"694",1871,3,9,4,10,"topright","bottomright","bottomright",0,1
"695",1871,2,8,1,7,"bottomleft","topleft","center",0,0
"696",1871,2,8,1,7,"bottomleft","topleft","topleft",0,1
"697",1871,2,8,1,7,"bottomleft","topleft","topright",0,0
"698",1871,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"699",1871,1,7,2,8,"topleft","bottomleft","center",0,0
"700",1871,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"701",1871,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"702",1871,1,7,2,8,"topleft","bottomleft","topleft",1,0
"703",1871,4,10,3,9,"bottomright","topright","center",0,0
"704",1871,4,10,3,9,"bottomright","topright","topright",0,1
"705",1871,4,10,3,9,"bottomright","topright","topleft",0,0
"706",1871,3,9,4,10,"topright","bottomright","topright",1,0
"707",1871,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"708",1871,4,10,3,9,"bottomright","topright","bottomright",1,0
"709",1871,1,7,2,8,"topleft","bottomleft","topright",0,0
"710",1871,4,10,3,9,"bottomright","topright","bottomleft",0,0
"711",2072,4,10,3,9,"bottomright","topright","center",0,0
"712",2072,4,10,3,9,"bottomright","topright","topright",0,1
"713",2072,2,8,1,7,"bottomleft","topleft","topright",0,0
"714",2072,2,8,1,7,"bottomleft","topleft","center",0,0
"715",2072,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"716",2072,2,8,1,7,"bottomleft","topleft","topleft",0,1
"717",2072,3,9,4,10,"topright","bottomright","topleft",0,0
"718",2072,3,9,4,10,"topright","bottomright","center",0,0
"719",2072,3,9,4,10,"topright","bottomright","bottomleft",0,0
"720",2072,3,9,4,10,"topright","bottomright","topright",1,0
"721",2072,3,9,4,10,"topright","bottomright","bottomright",0,1
"722",2072,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"723",2072,1,7,2,8,"topleft","bottomleft","center",0,0
"724",2072,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"725",2072,1,7,2,8,"topleft","bottomleft","topright",0,0
"726",2072,1,7,2,8,"topleft","bottomleft","topleft",1,0
"727",2072,4,10,3,9,"bottomright","topright","topleft",0,0
"728",2072,4,10,3,9,"bottomright","topright","bottomleft",0,0
"729",2072,4,10,3,9,"bottomright","topright","bottomright",1,0
"730",2072,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"731",2078,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"732",2078,2,8,1,7,"bottomleft","topleft","topleft",0,1
"733",2078,4,10,3,9,"bottomright","topright","topleft",0,0
"734",2078,4,10,3,9,"bottomright","topright","center",0,0
"735",2078,2,8,1,7,"bottomleft","topleft","topright",0,0
"736",2078,2,8,1,7,"bottomleft","topleft","center",0,0
"737",2078,3,9,4,10,"topright","bottomright","topleft",0,0
"738",2078,3,9,4,10,"topright","bottomright","center",0,0
"739",2078,3,9,4,10,"topright","bottomright","topright",1,0
"740",2078,3,9,4,10,"topright","bottomright","bottomright",0,1
"741",2078,4,10,3,9,"bottomright","topright","bottomright",1,0
"742",2078,4,10,3,9,"bottomright","topright","topright",0,1
"743",2078,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"744",2078,1,7,2,8,"topleft","bottomleft","center",0,0
"745",2078,1,7,2,8,"topleft","bottomleft","topleft",1,0
"746",2078,1,7,2,8,"topleft","bottomleft","topright",0,0
"747",2078,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"748",2078,3,9,4,10,"topright","bottomright","bottomleft",0,0
"749",2078,4,10,3,9,"bottomright","topright","bottomleft",0,0
"750",2164,4,10,3,9,"bottomright","topright","topleft",0,0
"751",2164,4,10,3,9,"bottomright","topright","center",0,0
"752",2164,4,10,3,9,"bottomright","topright","bottomright",1,0
"753",2164,4,10,3,9,"bottomright","topright","topright",0,1
"754",2164,2,8,1,7,"bottomleft","topleft","topleft",0,1
"755",2164,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"756",2164,2,8,1,7,"bottomleft","topleft","center",0,0
"757",2164,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"758",2164,2,8,1,7,"bottomleft","topleft","topright",0,0
"759",2164,1,7,2,8,"topleft","bottomleft","topright",0,0
"760",2164,1,7,2,8,"topleft","bottomleft","topleft",1,0
"761",2164,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"762",2164,3,9,4,10,"topright","bottomright","topleft",0,0
"763",2164,3,9,4,10,"topright","bottomright","center",0,0
"764",2164,3,9,4,10,"topright","bottomright","bottomright",0,1
"765",2164,1,7,2,8,"topleft","bottomleft","center",0,0
"766",2164,4,10,3,9,"bottomright","topright","bottomleft",0,0
"767",2164,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"768",2164,3,9,4,10,"topright","bottomright","bottomleft",0,0
"769",2164,3,9,4,10,"topright","bottomright","topright",1,0
"770",1951,1,7,2,8,"topleft","bottomleft","center",0,0
"771",1951,1,7,2,8,"topleft","bottomleft","topleft",1,0
"772",1951,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"773",1951,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"774",1951,2,8,1,7,"bottomleft","topleft","center",0,0
"775",1951,2,8,1,7,"bottomleft","topleft","topleft",0,1
"776",1951,3,9,4,10,"topright","bottomright","bottomleft",0,0
"777",1951,3,9,4,10,"topright","bottomright","center",0,0
"778",1951,4,10,3,9,"bottomright","topright","bottomleft",0,0
"779",1951,4,10,3,9,"bottomright","topright","bottomright",1,0
"780",1951,4,10,3,9,"bottomright","topright","center",0,0
"781",1951,3,9,4,10,"topright","bottomright","bottomright",0,1
"782",1951,3,9,4,10,"topright","bottomright","topleft",0,0
"783",1951,3,9,4,10,"topright","bottomright","topright",1,0
"784",1951,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"785",1951,4,10,3,9,"bottomright","topright","topright",0,1
"786",1951,4,10,3,9,"bottomright","topright","topleft",0,0
"787",1951,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"788",1978,4,10,3,9,"bottomright","topright","center",0,0
"789",1978,4,10,3,9,"bottomright","topright","bottomright",1,0
"790",1978,4,10,3,9,"bottomright","topright","topright",0,1
"791",1978,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"792",1978,1,7,2,8,"topleft","bottomleft","center",0,0
"793",1978,1,7,2,8,"topleft","bottomleft","topleft",1,0
"794",1978,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"795",1978,3,9,4,10,"topright","bottomright","bottomleft",0,0
"796",1978,3,9,4,10,"topright","bottomright","center",0,0
"797",1978,3,9,4,10,"topright","bottomright","bottomright",0,1
"798",1978,1,7,2,8,"topleft","bottomleft","topright",0,0
"799",1978,3,9,4,10,"topright","bottomright","topleft",0,0
"800",1978,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"801",1978,2,8,1,7,"bottomleft","topleft","center",0,0
"802",1978,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"803",1978,2,8,1,7,"bottomleft","topleft","topright",0,0
"804",1978,2,8,1,7,"bottomleft","topleft","topleft",0,1
"805",1978,4,10,3,9,"bottomright","topright","bottomleft",0,0
"806",1978,4,10,3,9,"bottomright","topright","topleft",0,0
"807",1978,3,9,4,10,"topright","bottomright","topright",1,0
"808",2120,4,10,3,9,"bottomright","topright","center",0,0
"809",2120,4,10,3,9,"bottomright","topright","bottomleft",0,0
"810",2120,4,10,3,9,"bottomright","topright","topright",0,1
"811",2120,2,8,1,7,"bottomleft","topleft","topright",0,0
"812",2120,2,8,1,7,"bottomleft","topleft","center",0,0
"813",2120,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"814",2120,2,8,1,7,"bottomleft","topleft","topleft",0,1
"815",2120,4,10,3,9,"bottomright","topright","topleft",0,0
"816",2120,4,10,3,9,"bottomright","topright","bottomright",1,0
"817",2120,3,9,4,10,"topright","bottomright","center",0,0
"818",2120,3,9,4,10,"topright","bottomright","bottomleft",0,0
"819",2120,3,9,4,10,"topright","bottomright","topright",1,0
"820",2120,1,7,2,8,"topleft","bottomleft","topright",0,0
"821",2120,1,7,2,8,"topleft","bottomleft","center",0,0
"822",2120,1,7,2,8,"topleft","bottomleft","topleft",1,0
"823",2120,3,9,4,10,"topright","bottomright","topleft",0,0
"824",2120,3,9,4,10,"topright","bottomright","bottomright",0,1
"825",2120,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"826",2120,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"827",2120,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"828",2128,4,10,3,9,"bottomright","topright","bottomleft",0,0
"829",2128,4,10,3,9,"bottomright","topright","topleft",0,0
"830",2128,4,10,3,9,"bottomright","topright","center",0,0
"831",2128,1,7,2,8,"topleft","bottomleft","center",0,0
"832",2128,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"833",2128,4,10,3,9,"bottomright","topright","topright",0,1
"834",2128,2,8,1,7,"bottomleft","topleft","topright",0,0
"835",2128,2,8,1,7,"bottomleft","topleft","topleft",0,1
"836",2128,3,9,4,10,"topright","bottomright","center",0,0
"837",2128,3,9,4,10,"topright","bottomright","topleft",0,0
"838",2128,3,9,4,10,"topright","bottomright","topright",1,0
"839",2128,2,8,1,7,"bottomleft","topleft","center",0,0
"840",2128,3,9,4,10,"topright","bottomright","bottomright",0,1
"841",2128,1,7,2,8,"topleft","bottomleft","topleft",1,0
"842",2128,1,7,2,8,"topleft","bottomleft","topright",0,0
"843",2128,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"844",2128,4,10,3,9,"bottomright","topright","bottomright",1,0
"845",2128,3,9,4,10,"topright","bottomright","bottomleft",0,0
"846",2093,4,10,3,9,"bottomright","topright","bottomright",1,0
"847",2093,4,10,3,9,"bottomright","topright","center",0,0
"848",2093,4,10,3,9,"bottomright","topright","topright",0,1
"849",2093,3,9,4,10,"topright","bottomright","center",0,0
"850",2093,3,9,4,10,"topright","bottomright","bottomright",0,1
"851",2093,2,8,1,7,"bottomleft","topleft","topright",0,0
"852",2093,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"853",2093,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"854",2093,3,9,4,10,"topright","bottomright","topright",1,0
"855",2093,3,9,4,10,"topright","bottomright","bottomleft",0,0
"856",2093,3,9,4,10,"topright","bottomright","topleft",0,0
"857",2093,1,7,2,8,"topleft","bottomleft","topright",0,0
"858",2093,1,7,2,8,"topleft","bottomleft","center",0,0
"859",2093,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"860",2093,1,7,2,8,"topleft","bottomleft","topleft",1,0
"861",2093,4,10,3,9,"bottomright","topright","topleft",0,0
"862",2093,2,8,1,7,"bottomleft","topleft","topleft",0,1
"863",2093,4,10,3,9,"bottomright","topright","bottomleft",0,0
"864",2093,2,8,1,7,"bottomleft","topleft","center",0,0
"865",1971,3,9,4,10,"topright","bottomright","topleft",0,0
"866",1971,3,9,4,10,"topright","bottomright","bottomright",0,1
"867",1971,3,9,4,10,"topright","bottomright","topright",1,0
"868",1971,3,9,4,10,"topright","bottomright","center",0,0
"869",1971,2,8,1,7,"bottomleft","topleft","center",0,0
"870",1971,2,8,1,7,"bottomleft","topleft","topleft",0,1
"871",1971,1,7,2,8,"topleft","bottomleft","topleft",1,0
"872",1971,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"873",1971,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"874",1971,1,7,2,8,"topleft","bottomleft","center",0,0
"875",1971,4,10,3,9,"bottomright","topright","center",0,0
"876",1971,4,10,3,9,"bottomright","topright","bottomright",1,0
"877",1971,4,10,3,9,"bottomright","topright","topright",0,1
"878",1971,4,10,3,9,"bottomright","topright","topleft",0,0
"879",1971,1,7,2,8,"topleft","bottomleft","topright",0,0
"880",1971,3,9,4,10,"topright","bottomright","bottomleft",0,0
"881",1971,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"882",1971,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"883",1971,4,10,3,9,"bottomright","topright","bottomleft",0,0
"884",1971,2,8,1,7,"bottomleft","topleft","topright",0,0
