"","workerid","target1","target2","competitor1","competitor2","target_location","competitor_location","look","target_look","competitor_look"
"1733",1948,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1734",1948,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1735",1948,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1736",1948,2,8,1,7,"bottomleft","topleft","center",0,0
"1737",1948,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1738",1948,2,8,1,7,"bottomleft","topleft","topright",0,0
"1739",1948,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1740",1948,1,7,2,8,"topleft","bottomleft","topright",0,0
"1741",1948,1,7,2,8,"topleft","bottomleft","center",0,0
"1742",1948,3,9,4,10,"topright","bottomright","bottomright",0,1
"1743",1948,3,9,4,10,"topright","bottomright","topright",1,0
"1744",1948,3,9,4,10,"topright","bottomright","topleft",0,0
"1745",1948,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1746",1948,3,9,4,10,"topright","bottomright","center",0,0
"1747",1948,4,10,3,9,"bottomright","topright","bottomright",1,0
"1748",1948,4,10,3,9,"bottomright","topright","topright",0,1
"1749",1948,4,10,3,9,"bottomright","topright","topleft",0,0
"1750",1948,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1751",1948,4,10,3,9,"bottomright","topright","center",0,0
"1752",1948,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1753",2202,3,9,4,10,"topright","bottomright","center",0,0
"1754",2202,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1755",2202,2,8,1,7,"bottomleft","topleft","center",0,0
"1756",2202,4,10,3,9,"bottomright","topright","center",0,0
"1757",2202,4,10,3,9,"bottomright","topright","topleft",0,0
"1758",2202,3,9,4,10,"topright","bottomright","topleft",0,0
"1759",2202,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1760",2202,1,7,2,8,"topleft","bottomleft","center",0,0
"1761",2202,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1762",2202,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1763",2202,4,10,3,9,"bottomright","topright","bottomright",1,0
"1764",2202,4,10,3,9,"bottomright","topright","topright",0,1
"1765",2202,3,9,4,10,"topright","bottomright","topright",1,0
"1766",2202,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1767",2202,1,7,2,8,"topleft","bottomleft","topright",0,0
"1768",2202,2,8,1,7,"bottomleft","topleft","topright",0,0
"1769",1950,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1770",1950,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1771",1950,2,8,1,7,"bottomleft","topleft","center",0,0
"1772",1950,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1773",1950,4,10,3,9,"bottomright","topright","center",0,0
"1774",1950,4,10,3,9,"bottomright","topright","topright",0,1
"1775",1950,1,7,2,8,"topleft","bottomleft","center",0,0
"1776",1950,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1777",1950,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1778",1950,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1779",1950,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1780",1950,4,10,3,9,"bottomright","topright","bottomright",1,0
"1781",1950,1,7,2,8,"topleft","bottomleft","topright",0,0
"1782",1950,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1783",1950,3,9,4,10,"topright","bottomright","bottomright",0,1
"1784",1950,3,9,4,10,"topright","bottomright","topright",1,0
"1785",1950,4,10,3,9,"bottomright","topright","topleft",0,0
"1786",1950,3,9,4,10,"topright","bottomright","center",0,0
"1787",1950,3,9,4,10,"topright","bottomright","topleft",0,0
"1788",1950,2,8,1,7,"bottomleft","topleft","topright",0,0
"1789",2188,2,8,1,7,"bottomleft","topleft","center",0,0
"1790",2188,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1791",2188,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1792",2188,2,8,1,7,"bottomleft","topleft","topright",0,0
"1793",2188,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1794",2188,3,9,4,10,"topright","bottomright","center",0,0
"1795",2188,3,9,4,10,"topright","bottomright","topleft",0,0
"1796",2188,3,9,4,10,"topright","bottomright","topright",1,0
"1797",2188,3,9,4,10,"topright","bottomright","bottomright",0,1
"1798",2188,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1799",2188,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1800",2188,1,7,2,8,"topleft","bottomleft","center",0,0
"1801",2188,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1802",2188,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1803",2188,4,10,3,9,"bottomright","topright","center",0,0
"1804",2188,4,10,3,9,"bottomright","topright","topright",0,1
"1805",2188,4,10,3,9,"bottomright","topright","topleft",0,0
"1806",2188,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1807",2188,4,10,3,9,"bottomright","topright","bottomright",1,0
"1808",2188,1,7,2,8,"topleft","bottomleft","topright",0,0
